name,link,tagline,likes,usedBy
Better Duplicate,https://www.figma.com/community/plugin/1408695262593059214/better-duplicate,Duplicate frames right or down using smart algorithms for their placement,6,21
Bureau Works,https://www.figma.com/community/plugin/1395058100108964860/bureau-works,Bureau Works Integration for Figma,5,21
SuperReplacer,https://www.figma.com/community/plugin/1392489429309555846/superreplacer,"Component replacement, SUPERCcharged!",0,21
LayerPurge,https://www.figma.com/community/plugin/1391512382755795616/layerpurge,Burn away hidden and unused layers with a click,0,21
Figma Instance Mode,https://www.figma.com/community/plugin/1356964343082946747/figma-instance-mode,Selecting parent/ancestor instances automatically,2,21
Image Background Remover,https://www.figma.com/community/plugin/1424217837012442971/image-background-remover,"Effortlessly remove image background. Precise, and user-friendly. Elevate your designs with ease.",0,21
Text Contrast,https://www.figma.com/community/plugin/1423823202507971687/text-contrast,Figure out text contrast issues reported directly on the artboard.,3,20
Variables to Xcode,https://www.figma.com/community/plugin/1418814358150486404/variables-to-xcode,Export variables to Xcode color set,2,20
Quick Section,https://www.figma.com/community/plugin/1417813322907572313/quick-section,Create sections and e,4,20
Colorama,https://www.figma.com/community/plugin/1416800600041761212/colorama,A powerful yet simple way to name your design tokens as primitive variables in Figma.,0,20
Layer Manager,https://www.figma.com/community/plugin/1415989231715221411/layer-manager,"A better way to view, hide, and rename your design layers.",0,20
DesignCrit.ai,https://www.figma.com/community/plugin/1415053708566903149/designcrit-ai,Your personal design feedback tool.,3,20
Shader,https://www.figma.com/community/plugin/1410184863748809293/shader,Tailwind friendly color palette generator,3,20
Multi-Link Copy,https://www.figma.com/community/plugin/1423324569458473026/multi-link-copy,Batch copy mutliple frame links at a time,1,19
Color Me Softly,https://www.figma.com/community/plugin/1416424354456696699/color-me-softly,Tiny little helper to generate a soft color tone based on the dominant color of an image,1,19
查找相同元素 Search for similar,https://www.figma.com/community/plugin/1415266362431725422/search-for-similar,"根据名称、类型、内容、填充、描边来查找相同元素Search for identical elements based on name, type, content, fill, and stroke.",1,20
Group Overlapping Layers,https://www.figma.com/community/plugin/1408744125338540586/group-overlapping-layers,Automatically group overlapping layers,0,19
Translate,https://www.figma.com/community/plugin/1385650274376128309/translate,Translate,1,19
Figma Softtek Suite,https://www.figma.com/community/plugin/1382916672882521156/figma-softtek-suite,Accelerator for designers,0,19
Layers,https://www.figma.com/community/plugin/1373119776003211152/layers,Export your designs into the Layers Protocol,1,19
Figma To GFX,https://www.figma.com/community/plugin/1363046049786599044/figma-to-gfx,A simple and easy way to convert Figma objects into Adafruit GFX objects!,1,19
Figma Size,https://www.figma.com/community/plugin/1348985299180847674/figma-size,set Figma Size with some button,1,19
Node Vars,https://www.figma.com/community/plugin/1345121556751264927/node-vars,See what variables your selected nodes are using,1,19
Resize and Clone,https://www.figma.com/community/plugin/1328337712037467532/resize-and-clone,Resize and clone a component to any number of sizes.,0,19
TranAI Translator,https://www.figma.com/community/plugin/1426170960552169124/tranai-translator,Translator,1,18
Layer Renaming,https://www.figma.com/community/plugin/1417376831472253122/layer-renaming,Streamline Your Workflow with Effortless Layer Management,2,18
Atomic Component Generator,https://www.figma.com/community/plugin/1413501030442211238/atomic-component-generator,Generate atomic components from your main component!,1,18
Character Count,https://www.figma.com/community/plugin/1413099414802438836/character-count,Get that count in a sec!,1,18
Alignment & Contrast Checker,https://www.figma.com/community/plugin/1410595176336893678/alignment-contrast-checker,alignment and contrast checker,1,18
Juxync,https://www.figma.com/community/plugin/1401995002002640291/juxync,"Juxync imports your Figma Variables as design tokens to Jux, seamlessly.",7,18
Fluer Exporter,https://www.figma.com/community/plugin/1384610980483457219/fluer-exporter,Bring your existing files to Fluer,4,18
Broken - Figma Realtime,https://www.figma.com/community/plugin/1375661662867685610/broken-figma-realtime,Seamless Code Generation from Real-time Design Data,1,18
InFrame Replacer,https://www.figma.com/community/plugin/1364472903547208989/inframe-replacer,Change a lot and quickly!,0,18
FigPipe,https://www.figma.com/community/plugin/1359987907503260186/figpipe,Figma Assets Straight to Your CDN!,0,18
"Text Copilot - Create, Rewrite, Improve with AI",https://www.figma.com/community/plugin/1430268530013824520/text-copilot-create-rewrite-improve-with-ai,"Your AI partner for exceptional copy. Effortlessly gather content, generate beyond imagination.",1,17
Plectrum table helper,https://www.figma.com/community/plugin/1412345454756130377/plectrum-table-helper,"Build Plectrum tables fast! Change amount of rows, columns and column width. Clone rows.",0,17
Guide Resizer,https://www.figma.com/community/plugin/1409734957683114335/guide-resizer,Automate Your Design Workflow,2,17
Unique Id Titles,https://www.figma.com/community/plugin/1404686694384191889/unique-id-titles,Elevate Your Designs with Frame-Based Headlines,0,17
Figma to MTA,https://www.figma.com/community/plugin/1404444377845540886/figma-to-mta,Figma to MTA,0,17
ex-portable,https://www.figma.com/community/plugin/1403423877395010759/ex-portable,Port your export settings from component to instance.,0,17
EasyUI-regroup,https://www.figma.com/community/plugin/1402580899868817747/easyui-regroup,"ux tool,regroup,structuring design",1,17
Rename layer by rule,https://www.figma.com/community/plugin/1393489022133697314/rename-layer-by-rule,Rename layer by rule,0,17
Export vars rmr,https://www.figma.com/community/plugin/1373246834887664713/export-vars-rmr,export vars rmr,2,17
Elpha,https://www.figma.com/community/plugin/1369220312016133597/elpha,Elpha | color system based on alpha variations,0,17
Data Vision Chart 数据生成图表可视化工具,https://www.figma.com/community/plugin/1429489192440472354/data-vision-chart,Create basic charts effortlessly for data visualization.,0,16
Word-Char Counter,https://www.figma.com/community/plugin/1422975131884151153/word-char-counter,Counts the no. of words and characters in your text layers.,0,16
MEMO | シンプルなメモ帳,https://www.figma.com/community/plugin/1416359558127885005/memo,このプラグインは、Figma 内でメモを取り、タブでメモを切り替えることができる機能を持っています。,0,16
Row Column Styler,https://www.figma.com/community/plugin/1416079735406593188/row-column-styler,"""Effortlessly style and preview rows or columns in Figma with custom colors and alignment.""",3,16
Frame Name to Text,https://www.figma.com/community/plugin/1413148577836131206/frame-name-to-text,Easily Convert and Update Frame Names to Text!,0,16
AI Coach,https://www.figma.com/community/plugin/1410896948893698561/ai-coach,Ton assistant créatif dans Figma en utilisant votre GPT4o.,6,16
Synergetic Frame Naming,https://www.figma.com/community/plugin/1402031485893564877/synergetic-frame-naming,Нейминг финальных файлов,1,16
Easy Select,https://www.figma.com/community/plugin/1394899567523714672/easy-select,The all-in-one selection helper,3,16
Kaiju Asset Delivery,https://www.figma.com/community/plugin/1341785191485109157/kaiju-asset-delivery,Transform and deliver design tokens to your Android github project,3,16
Frame 427320547 Cleaner,https://www.figma.com/community/plugin/1426932965476847955/frame-427320547-cleaner,Automatic layer naming tool,0,15
Ollama Auto Fill,https://www.figma.com/community/plugin/1423869176551518366/ollama-auto-fill,A Figma plugin that uses the Ollama local language model to auto-generate and fill text,2,15
Oink StyleUp - The All-in-One Design Tool,https://www.figma.com/community/plugin/1412622701695231289/oink-styleup-the-all-in-one-design-tool,"Effortlessly style layouts, organize designs, and generate content and effects with one click.",6,15
Lindi for Tawakkalna,https://www.figma.com/community/plugin/1409897970331734904/lindi-for-tawakkalna,"Design Smarter, Build Faster: Empowering UI/UX with AI precision.",0,15
Flowriver,https://www.figma.com/community/plugin/1401576056412200938/flowriver,Flowriver - map out competitors web2app screens in no time,0,15
Setup Pages,https://www.figma.com/community/plugin/1392655215349091708/setup-pages,Setup file pages in 1 click,1,15
Sortup: Flexible sorting,https://www.figma.com/community/plugin/1361756379654376103/sortup-flexible-sorting,Flexible sorting in Figma & Jam,1,15
Zero Me,https://www.figma.com/community/plugin/1358456173096768842/zero-me,"Center you Frames, Objects, Sections, and Self 🧘",0,15
VV-Text,https://www.figma.com/community/plugin/1426121655136832031/vv-text,使用对照表翻译设计稿时，是不是只能反复的复制粘贴？现在只需两步轻松搞定，一键导出原文，一键导入翻译,6,14
Perceptually Uniform Gradients,https://www.figma.com/community/plugin/1424039017731868242/perceptually-uniform-gradients,Generate more beautiful gradients by interpolating them with perceptually uniform color models.,5,14
Gridify,https://www.figma.com/community/plugin/1423703458504620924/gridify,Create main viewports for web design,2,15
Hunch - Figma export for Hunch Creative Studio,https://www.figma.com/community/plugin/1423320928506938419/hunch-figma-export-for-hunch-creative-studio,Import your Figma creatives into Hunch Creative Studio,3,14
AutoLayers,https://www.figma.com/community/plugin/1411822707031516886/autolayers,Streamline Your Design Workflow with AutoLayers,2,14
NeutronPrince,https://www.figma.com/community/plugin/1407462082275100730/neutronprince,"Create/Edit/Renew Design Systems, Fix Files",0,14
Filler,https://www.figma.com/community/plugin/1393993390473880071/filler,A data safe lorem ipsum generator that works with tabbing and arrow keys for boosted productivity,1,14
Easily Name output,https://www.figma.com/community/plugin/1383053570695540012/easily-name-output,Replace Export Names for Figma Frame Types,1,14
HCT Pallette,https://www.figma.com/community/plugin/1371086443917343826/hct-pallette,Generate accessible color palettes instantly with HCT color space.,1,15
Liverpool | Frame referencer,https://www.figma.com/community/plugin/1316080315080461405/liverpool-frame-referencer,Crea una referencia entre dos frames de tu archivo,0,14
